brand,model,model_raw,year,price_thb,mileage_km,color,gear_type,location,lot_num,grade,engine,type,date,sold_amount,num_bids,num_hall_bids,num_internet_bids,min_bid,max_bid,source,channel,model_clean,series,trim,has_price,has_mileage,has_brand,has_model,has_year,ok_for_pricing,brand_norm,model_norm,model_raw_norm,series_auto,match_text,trim_auto,trim_guess
SUZUKI,CIAZ,,2019.0,350166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2019.0,296500.0,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2019.0,320500.0,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2019.0,323500.0,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2019.0,416833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2018.0,334666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2018.0,254666.66666666663,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2018.0,311083.3333333333,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2018.0,315166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2018.0,366500.0,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2017.0,344166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2017.0,2581389.0,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2017.0,4117889.0,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2017.0,305833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2017.0,359500.0,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2016.0,275000.0,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2016.0,298000.0,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2016.0,295166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2016.0,309666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2016.0,347666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2015.0,346166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2015.0,267166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2015.0,282500.0,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2015.0,289000.0,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,CIAZ,,2015.0,378500.0,,,,,,,,,,,,,,,,appleauction,auction,CIAZ,,,True,False,True,True,True,False,SUZUKI,CIAZ,,CIAZ,CIAZ CIAZ,,
SUZUKI,ERTIGA,,2022.0,528166.6666666666,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2022.0,546000.0,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2021.0,497666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2021.0,537833.3333333334,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2020.0,475500.0,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2020.0,491500.0,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2020.0,488666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2020.0,447333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2019.0,474000.0,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2019.0,441666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2019.0,460666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2019.0,412333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2019.0,447166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2018.0,467000.0,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2018.0,430166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2018.0,426333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2017.0,422000.0,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2017.0,416000.0,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2017.0,430500.0,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2016.0,406000.0,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2016.0,437666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2016.0,326500.0,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2016.0,384333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2016.0,422333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2015.0,400666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2015.0,322833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2015.0,370333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2014.0,350000.0,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2014.0,310333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2014.0,330500.0,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2013.0,357500.0,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2013.0,302000.0,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,ERTIGA,,2013.0,349833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,ERTIGA,,,True,False,True,True,True,False,SUZUKI,ERTIGA,,ERTIGA,ERTIGA ERTIGA,,
SUZUKI,JIMNY,,2021.0,1253833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,JIMNY,,,True,False,True,True,True,False,SUZUKI,JIMNY,,JIMNY,JIMNY JIMNY,,
SUZUKI,JIMNY,,2021.0,1176833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,JIMNY,,,True,False,True,True,True,False,SUZUKI,JIMNY,,JIMNY,JIMNY JIMNY,,
SUZUKI,JIMNY,,2021.0,1277000.0,,,,,,,,,,,,,,,,appleauction,auction,JIMNY,,,True,False,True,True,True,False,SUZUKI,JIMNY,,JIMNY,JIMNY JIMNY,,
SUZUKI,JIMNY,,2021.0,1200166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,JIMNY,,,True,False,True,True,True,False,SUZUKI,JIMNY,,JIMNY,JIMNY JIMNY,,
SUZUKI,JIMNY,,2020.0,1200833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,JIMNY,,,True,False,True,True,True,False,SUZUKI,JIMNY,,JIMNY,JIMNY JIMNY,,
SUZUKI,JIMNY,,2020.0,1126500.0,,,,,,,,,,,,,,,,appleauction,auction,JIMNY,,,True,False,True,True,True,False,SUZUKI,JIMNY,,JIMNY,JIMNY JIMNY,,
SUZUKI,JIMNY,,2020.0,1222833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,JIMNY,,,True,False,True,True,True,False,SUZUKI,JIMNY,,JIMNY,JIMNY JIMNY,,
SUZUKI,JIMNY,,2020.0,1148833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,JIMNY,,,True,False,True,True,True,False,SUZUKI,JIMNY,,JIMNY,JIMNY JIMNY,,
SUZUKI,JIMNY,,2019.0,1151500.0,,,,,,,,,,,,,,,,appleauction,auction,JIMNY,,,True,False,True,True,True,False,SUZUKI,JIMNY,,JIMNY,JIMNY JIMNY,,
SUZUKI,JIMNY,,2019.0,1080000.0,,,,,,,,,,,,,,,,appleauction,auction,JIMNY,,,True,False,True,True,True,False,SUZUKI,JIMNY,,JIMNY,JIMNY JIMNY,,
SUZUKI,JIMNY,,2019.0,1172166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,JIMNY,,,True,False,True,True,True,False,SUZUKI,JIMNY,,JIMNY,JIMNY JIMNY,,
SUZUKI,JIMNY,,2019.0,1101000.0,,,,,,,,,,,,,,,,appleauction,auction,JIMNY,,,True,False,True,True,True,False,SUZUKI,JIMNY,,JIMNY,JIMNY JIMNY,,
SUZUKI,SWIFT,,2022.0,372166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2022.0,396500.0,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2022.0,415166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2022.0,455333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2021.0,370000.0,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2021.0,364833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2021.0,382333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2021.0,425500.0,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2021.0,462000.0,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2020.0,358000.0,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2020.0,357500.0,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2020.0,367000.0,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2020.0,429500.0,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2020.0,425666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2019.0,346333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2019.0,6736575.666666667,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2019.0,358666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2019.0,385333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2019.0,405833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2018.0,288166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2018.0,6453222.333333333,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2018.0,321166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2018.0,6864611.0,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2018.0,376500.0,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2017.0,246500.0,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2017.0,283666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2017.0,302333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2017.0,5097889.0,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2017.0,383666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2016.0,275500.0,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2016.0,289666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2016.0,296166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2016.0,321500.0,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2016.0,340666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2015.0,264833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2015.0,270166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2015.0,287083.3333333333,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2015.0,3790643.0,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2015.0,339666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2014.0,251333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2014.0,262500.0,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2014.0,274333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2014.0,250666.66666666663,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2014.0,3750018.6666666665,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2013.0,252833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2013.0,246833.3333333333,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2013.0,268500.0,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2013.0,264333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2013.0,3512409.0,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2012.0,242166.66666666663,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2012.0,288166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2012.0,280666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2012.0,309166.6666666667,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SWIFT,,2012.0,304000.0,,,,,,,,,,,,,,,,appleauction,auction,SWIFT,,,True,False,True,True,True,False,SUZUKI,SWIFT,,SWIFT,SWIFT SWIFT,,
SUZUKI,SX4,,2014.0,394000.0,,,,,,,,,,,,,,,,appleauction,auction,SX4,,,True,False,True,True,True,False,SUZUKI,SX4,,SX4,SX4 SX4,,
SUZUKI,SX4,,2013.0,387000.0,,,,,,,,,,,,,,,,appleauction,auction,SX4,,,True,False,True,True,True,False,SUZUKI,SX4,,SX4,SX4 SX4,,
SUZUKI,SX4,,2012.0,376333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,SX4,,,True,False,True,True,True,False,SUZUKI,SX4,,SX4,SX4 SX4,,
SUZUKI,SX4,,2011.0,357500.0,,,,,,,,,,,,,,,,appleauction,auction,SX4,,,True,False,True,True,True,False,SUZUKI,SX4,,SX4,SX4 SX4,,
SUZUKI,SX4,,2010.0,353666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,SX4,,,True,False,True,True,True,False,SUZUKI,SX4,,SX4,SX4 SX4,,
SUZUKI,VITARA,,2014.0,394000.0,,,,,,,,,,,,,,,,appleauction,auction,VITARA,,,True,False,True,True,True,False,SUZUKI,VITARA,,VITARA,VITARA VITARA,,
SUZUKI,VITARA,,2013.0,387000.0,,,,,,,,,,,,,,,,appleauction,auction,VITARA,,,True,False,True,True,True,False,SUZUKI,VITARA,,VITARA,VITARA VITARA,,
SUZUKI,VITARA,,2012.0,376333.3333333333,,,,,,,,,,,,,,,,appleauction,auction,VITARA,,,True,False,True,True,True,False,SUZUKI,VITARA,,VITARA,VITARA VITARA,,
SUZUKI,VITARA,,2011.0,357500.0,,,,,,,,,,,,,,,,appleauction,auction,VITARA,,,True,False,True,True,True,False,SUZUKI,VITARA,,VITARA,VITARA VITARA,,
SUZUKI,VITARA,,2010.0,353666.6666666667,,,,,,,,,,,,,,,,appleauction,auction,VITARA,,,True,False,True,True,True,False,SUZUKI,VITARA,,VITARA,VITARA VITARA,,
