Make, Model, Sub model, year, tranmission, Buyout price, Previous Bid, Current Bid
LEXUS,CT200h,CT200h 1.8i Luxury (CBU,Fabric,Hybrid),2020,-,1999000,739500,794500
LEXUS,CT200h,CT200h 1.8i Luxury (CBU,Leather,Hybrid),2020,-,2345000,863000,924500
LEXUS,CT200h,CT200h 1.8i Premium (CBU,Hybrid),2020,-,2630000,956000,1022500
LEXUS,CT200h,CT200h 1.8i F-SPORT (CBU,Hybrid),2019,-,2965000,996000,1064500
LEXUS,CT200h,CT200h 1.8i Luxury (CBU,Fabric,Hybrid),2019,-,1999000,688000,740500
LEXUS,CT200h,CT200h 1.8i Luxury (CBU,Leather,Hybrid),2019,-,2345000,802500,861000
LEXUS,CT200h,CT200h 1.8i Premium (CBU,Hybrid),2019,-,2630000,882000,944000
LEXUS,CT200h,CT200h 1.8i F-SPORT (CBU,Hybrid),2018,-,2965000,921000,985500
LEXUS,CT200h,CT200h 1.8i Luxury (CBU,Fabric,Hybrid),2018,-,1999000,635500,688500
LEXUS,CT200h,CT200h 1.8i Luxury (CBU,Leather,Hybrid),2018,-,2345000,741500,796500
LEXUS,CT200h,CT200h 1.8i Premium (CBU,Hybrid),2018,-,2630000,816000,875000
LEXUS,CT200h,CT200h 1.8i F-SPORT (CBU,Hybrid),2017,-,2765000,649000,702500
LEXUS,CT200h,CT200h 1.8i F-SPORT (CBU,Hybrid) (MNC),2017,-,2965000,851000,911500
LEXUS,CT200h,CT200h 1.8i Luxury (CBU,Fabric,Hybrid),2017,-,1999000,486500,538000
LEXUS,CT200h,CT200h 1.8i Luxury (CBU,Leather,Hybrid),2017,-,2325000,561500,614500
LEXUS,CT200h,CT200h 1.8i Premium (CBU,Navi,Hybrid),2017,-,2790000,654000,707000
LEXUS,CT200h,CT200h 1.8i F-SPORT (CBU,Hybrid),2016,-,2765000,607500,660500
LEXUS,CT200h,CT200h 1.8i Luxury (CBU,Fabric,Hybrid),2016,-,1999000,451000,501000
LEXUS,CT200h,CT200h 1.8i Luxury (CBU,Leather,Hybrid),2016,-,2325000,522500,575000
LEXUS,CT200h,CT200h 1.8i Premium (CBU,Navi,Hybrid),2016,-,2790000,608500,662000
LEXUS,CT200h,CT200h 1.8i F-SPORT (CBU,Navi,MR,Hybrid),2015,-,3040000,603500,657000
LEXUS,CT200h,CT200h 1.8i Luxury (CBU,Fabric,Hybrid),2015,-,1999000,414500,460500
LEXUS,CT200h,CT200h 1.8i Luxury (CBU,Leather,Hybrid),2015,-,2290000,478000,529000
LEXUS,CT200h,CT200h 1.8i Premium (CBU,Navi,Hybrid),2015,-,2740000,553000,605500
LEXUS,CT200h,CT200h 1.8i Premium (CBU,Navi,MR,Hybrid),2015,-,2840000,574000,627000
LEXUS,CT200h,CT200h 1.8i F-SPORT (CBU,Navi,Moonroof,Hy),2014,-,3040000,319000,354500
LEXUS,CT200h,CT200h 1.8i F-SPORT (CBU,Navi,MR,Hybrid) (MNC),2014,-,3040000,564000,617000
LEXUS,CT200h,CT200h 1.8i Premium (CBU,Navi,Hybrid),2014,-,2740000,302500,336000
LEXUS,CT200h,CT200h 1.8i Premium (CBU,Navi,MR,Hybrid) (MNC),2014,-,2840000,538000,590500
LEXUS,CT200h,CT200h 1.8i Sport (CBU,Hybrid),2014,-,2690000,302000,335500
LEXUS,CT200h,CT200h 1.8i F-SPORT (CBU,Navi,Moonroof,Hy),2013,-,2920000,285000,317000
LEXUS,CT200h,CT200h 1.8i Luxury (CBU,Hybrid),2013,-,2215000,234000,260500
LEXUS,CT200h,CT200h 1.8i Premium (CBU,MR,Navi,Hybrid),2013,-,2840000,279000,310000
LEXUS,CT200h,CT200h 1.8i Premium (CBU,Navi,Hybrid),2013,-,2620000,268500,298500
LEXUS,CT200h,CT200h 1.8i Sport (CBU,Hybrid),2013,-,2420000,256500,285000
LEXUS,CT200h,CT200h 1.8i Luxury (CBU,Hybrid),2012,-,2215000,222500,247000
LEXUS,CT200h,CT200h 1.8i Premium (CBU,MR,Navi,Hybrid),2012,-,2690000,262000,291000
LEXUS,CT200h,CT200h 1.8i Premium (CBU,Navi,Hybrid),2012,-,2590000,250500,278500
LEXUS,CT200h,CT200h 1.8i Sport (CBU,Hybrid),2012,-,2390000,237000,263500
LEXUS,CT200h,CT200h 1.8i Luxury (CBU,Hybrid) (MNC),2011,-,2190000,209000,232500
LEXUS,CT200h,CT200h 1.8i Premium (CBU,MR,Navi,Hybrid) (MNC),2011,-,2690000,251500,279500
LEXUS,CT200h,CT200h 1.8i Premium (CBU,Navi,Hybrid) (MNC),2011,-,2590000,242000,269000
LEXUS,CT200h,CT200h 1.8i Sport (CBU,Hybrid) (MNC),2011,-,2390000,229000,254500
LEXUS,ES 300h,ES 300h 2.5i F SPORT (CBU,Hybrid),2022,-,4380000,2134500,2270000
LEXUS,ES 300h,ES 300h 2.5i Grand Luxury (CBU,Hybrid),2022,-,3795000,1852500,1971000
LEXUS,ES 300h,ES 300h 2.5i Luxury (CBU,Hybrid),2022,-,3625000,1764000,1878000
LEXUS,ES 300h,ES 300h 2.5i Premium (CBU,Hybrid),2022,-,4210000,2055000,2186000
LEXUS,ES 300h,ES 300h 2.5i F SPORT (CBU,Hybrid) (MNC),2021,-,4380000,1866500,1985500
LEXUS,ES 300h,ES 300h 2.5i Grand Luxury (CBU,Hybrid),2021,-,3780000,1491000,1589500
LEXUS,ES 300h,ES 300h 2.5i Luxury (CBU,Hybrid),2021,-,3610000,1442500,1538000
LEXUS,ES 300h,ES 300h 2.5i Luxury (CBU,Hybrid) (MNC),2021,-,3625000,1592500,1696500
LEXUS,ES 300h,ES 300h 2.5i Premium (CBU,Hybrid),2021,-,4210000,1641000,1748000
LEXUS,ES 300h,ES 300h 2.5i Grand Luxury (CBU,Hybrid),2020,-,3780000,1293000,1380000
LEXUS,ES 300h,ES 300h 2.5i Luxury (CBU,Hybrid),2020,-,3610000,1249000,1333500
LEXUS,ES 300h,ES 300h 2.5i Premium (CBU,Hybrid),2020,-,4210000,1420000,1514500
LEXUS,ES 300h,ES 300h 2.5i Grand Luxury (CBU,Hybrid),2019,-,3770000,1253000,1338000
LEXUS,ES 300h,ES 300h 2.5i Luxury (CBU,Hybrid),2019,-,3600000,1209500,1291500
LEXUS,ES 300h,ES 300h 2.5i Premium (CBU,Hybrid),2019,-,4200000,1375500,1467500
LEXUS,ES 300h,ES 300h 2.5i Grand Luxury (CBU,Hybrid),2018,-,3575000,986500,1054500
LEXUS,ES 300h,ES 300h 2.5i Grand Luxury (CBU,Hybrid) (MNC),2018,-,3760000,1173000,1253000
LEXUS,ES 300h,ES 300h 2.5i Luxury (CBU,Hybrid),2018,-,3500000,952000,1018000
LEXUS,ES 300h,ES 300h 2.5i Premium (CBU,Hybrid),2018,-,4040000,1069000,1142500
LEXUS,ES 300h,ES 300h 2.5i Premium (CBU,Hybrid) (MNC),2018,-,4190000,1299000,1386500
LEXUS,ES 300h,ES 300h 2.5i Grand Luxury (CBU,Hybrid) (MNC),2017,-,3575000,921000,985000
LEXUS,ES 300h,ES 300h 2.5i Luxury (CBU,Hybrid),2017,-,3500000,855000,916000
LEXUS,ES 300h,ES 300h 2.5i Premium (CBU,Hybrid),2017,-,4040000,955500,1022000
LEXUS,ES 300h,ES 300h 2.5i Luxury (CBU,Hybrid),2016,-,3500000,802000,860000
LEXUS,ES 300h,ES 300h 2.5i Premium (CBU,Hybrid),2016,-,3970000,875500,938000
LEXUS,ES 300h,ES 300h 2.5i Luxury (CBU,Hybrid),2015,-,3490000,596000,649500
LEXUS,ES 300h,ES 300h 2.5i Luxury (CBU,Hybrid) (MNC),2015,-,3500000,753500,809000
LEXUS,ES 300h,ES 300h 2.5i Premium (CBU,Hybrid),2015,-,3890000,660500,713500
LEXUS,ES 300h,ES 300h 2.5i Premium (CBU,Hybrid) (MNC),2015,-,3970000,852500,913500
LEXUS,ES 300h,ES 300h 2.5i Luxury (CBU,Hybrid) (MNC),2014,-,3490000,544500,597000
LEXUS,ES 300h,ES 300h 2.5i Premium (CBU,Hybrid) (MNC),2014,-,3890000,603000,656500
LEXUS,GS 250,GS 250 2.5i F-SPORT (Moonroof, CBU),2015,-,5090000,749000,804500
LEXUS,GS 250,GS 250 2.5i F-SPORT (Moonroof, CBU),2014,-,5090000,686500,739500
LEXUS,GS 250,GS 250 2.5i F-SPORT (Moonroof, CBU),2013,-,4990000,607000,660500
LEXUS,GS 250,GS 250 2.5i Luxury (CBU),2013,-,4590000,562500,615500
LEXUS,GS 250,GS 250 2.5i Premium (CBU),2013,-,5090000,613500,667000
LEXUS,GS 250,GS 250 2.5i F-Sport (Moonroof, CBU) (MNC),2012,-,4990000,545000,597500
LEXUS,GS 250,GS 250 2.5i Luxury (CBU) (MNC),2012,-,4590000,516000,568000
LEXUS,GS 250,GS 250 2.5i Premium (CBU) (MNC),2012,-,5090000,558000,611000
LEXUS,GS 300,GS 300 2.0iTi F SPORT (CBU),2019,-,5370000,1752500,1865500
LEXUS,GS 300,GS 300 2.0iTi Luxury (CBU),2019,-,4680000,1559500,1662000
LEXUS,GS 300,GS 300 2.0iTi F SPORT (CBU),2018,-,5370000,1643500,1751000
LEXUS,GS 300,GS 300 2.0iTi Luxury (CBU),2018,-,4680000,1469000,1566500
LEXUS,GS 300,GS 300 2.0iTi F SPORT (CBU) (MNC),2017,-,5370000,1579000,1683000
LEXUS,GS 300,GS 300 2.0iTi Luxury (CBU) (MNC),2017,-,4680000,1410000,1504000
LEXUS,GS 300,GS 300 3.0i Luxury (CBU),2012,-,5390000,553500,606500
LEXUS,GS 300,GS 300 3.0i Premium (CBU),2012,-,5690000,574500,627500
LEXUS,GS 300,GS 300 3.0i Premium (CBU,MR),2012,-,5990000,606000,659500
LEXUS,GS 300,GS 300 3.0i Luxury (CBU),2011,-,5390000,500500,552500
LEXUS,GS 300,GS 300 3.0i Premium (CBU),2011,-,5690000,513500,565500
LEXUS,GS 300,GS 300 3.0i Premium (CBU,MR),2011,-,5990000,543500,596000
LEXUS,GS 300,GS 300 3.0i Luxury (CBU),2010,-,5390000,448000,497500
LEXUS,GS 300,GS 300 3.0i Premium (CBU),2010,-,5690000,461000,511500
LEXUS,GS 300,GS 300 3.0i Premium (CBU,MR),2010,-,5990000,479500,530500
LEXUS,GS 300,GS 300 3.0i SE (CBU),2010,-,5690000,453500,504000
LEXUS,GS 300,GS 300 3.0i Luxury (CBU),2009,-,5290000,467500,518000
LEXUS,GS 300,GS 300 3.0i Premium (CBU),2009,-,5590000,479000,530000
LEXUS,GS 300,GS 300 3.0i Premium (CBU,MR),2009,-,5690000,489500,540500
LEXUS,GS 300,GS 300 3.0i SE (CBU),2009,-,5690000,485000,536500
LEXUS,GS 300,GS 300 3.0i Luxury (CBU) (MNC),2008,-,5290000,470500,521000
LEXUS,GS 300,GS 300 3.0i Luxury (CBU,DVD),2008,-,5360000,421000,468000
LEXUS,GS 300,GS 300 3.0i Premium (CBU) (MNC),2008,-,5590000,484500,536000
LEXUS,GS 300,GS 300 3.0i Premium (CBU,MR) (MNC),2008,-,5690000,493500,545000
LEXUS,GS 300,GS 300 3.0i Value (CBU,DVD),2008,-,5050000,396500,440500
LEXUS,GS 300,GS 300 3.0i Luxury (CBU,DVD),2007,-,5360000,406000,451500
LEXUS,GS 300,GS 300 3.0i Value (CBU,DVD),2007,-,5050000,382500,425000
LEXUS,GS200t,GS200t 2.0i F-SPORT (CBU),2017,-,5250000,1306000,1393500
LEXUS,GS200t,GS200t 2.0i Luxury (CBU),2017,-,4590000,1158500,1237500
LEXUS,GS200t,GS200t 2.0i F-SPORT (CBU),2016,-,5250000,1211500,1294000
LEXUS,GS200t,GS200t 2.0i Luxury (CBU),2016,-,4590000,1069500,1143000
LEXUS,GS200t,GS200t 2.0i F-SPORT (CBU) (MNC),2015,-,5250000,1161000,1240500
LEXUS,GS200t,GS200t 2.0i Luxyry (CBU) (MNC),2015,-,4590000,1028500,1099500
LEXUS,GS300h,GS300h 2.5i Premium (CBU,Hybrid),2019,-,4930000,1599000,1703500
LEXUS,GS300h,GS300h 2.5i Premium (CBU,Hybrid),2018,-,4930000,1399500,1492500
LEXUS,GS300h,GS300h 2.5i Premium (CBU,Hybrid),2017,-,4930000,1258000,1343000
LEXUS,GS300h,GS300h 2.5i Premium (CBU,Hybrid),2016,-,4830000,1065500,1138500
LEXUS,GS300h,GS300h 2.5i Luxury (CBU,Hybrid),2015,-,4190000,788000,845500
LEXUS,GS300h,GS300h 2.5i Premium (CBU,Hybrid),2015,-,4390000,809500,868000
LEXUS,GS300h,GS300h 2.5i Premium (CBU,Hybrid) (MNC),2015,-,4830000,1007500,1077000
LEXUS,GS300h,GS300h 2.5i Premium (CBU,Moonroof,Hybrid),2015,-,4590000,835500,895500
LEXUS,GS300h,GS300h 2.5i Luxury (CBU,Hybrid),2014,-,4190000,725500,780000
LEXUS,GS300h,GS300h 2.5i Premium (CBU,Hybrid),2014,-,4390000,747000,802500
LEXUS,GS300h,GS300h 2.5i Premium (CBU,Moonroof,Hybrid),2014,-,4590000,772500,829500
LEXUS,GS300h,GS300h 2.5i Luxury (CBU,Hybrid) (MNC),2013,-,4090000,670000,723000
LEXUS,GS300h,GS300h 2.5i Premium (CBU,Hybrid) (MNC),2013,-,4290000,692500,745500
LEXUS,GS300h,GS300h 2.5i Premium (CBU,Moonroof,Hybrid) (MNC),2013,-,4490000,714500,768000
LEXUS,GS350,GS350 3.5i F-SPORT (CBU),2019,-,7110000,2399000,2551000
LEXUS,GS350,GS350 3.5i F-SPORT (CBU),2018,-,7110000,2249000,2391500
LEXUS,GS350,GS350 3.5i F-SPORT (CBU),2017,-,7110000,1966000,2091500
LEXUS,GS350,GS350 3.5i F-SPORT (CBU),2016,-,7110000,1768500,1882500
LEXUS,GS350,GS350 3.5i F-SPORT (CBU) (MNC),2015,-,7110000,1697500,1808000
LEXUS,GS350,GS350 3.5i F-SPORT (Moonroof, CBU),2015,-,6840000,1148500,1227000
LEXUS,GS350,GS350 3.5i F-SPORT (Moonroof, CBU),2014,-,6840000,1071500,1145000
LEXUS,GS350,GS350 3.5i F-SPORT (Moonroof, CBU),2013,-,6740000,983000,1051000
LEXUS,GS350,GS350 3.5i F-SPORT (Moonroof, CBU) (MNC),2012,-,6690000,920000,984000
LEXUS,GS450h,GS450h 3.5i Hybrid Premium (CBU,Hybrid),2019,-,8110000,2634500,2801000
LEXUS,GS450h,GS450h 3.5i Hybrid Premium (CBU,Hybrid),2018,-,8110000,2379500,2530000
LEXUS,GS450h,GS450h 3.5i Hybrid Premium (CBU,Hybrid),2017,-,8110000,2091500,2224500
LEXUS,GS450h,GS450h 3.5i Hybrid Premium (CBU,Hybrid),2016,-,8110000,1907000,2029000
LEXUS,GS450h,GS450h 3.5i Hybrid Premium (CBU,Hybrid) (MNC),2015,-,8110000,1796500,1912500
LEXUS,GS450h,GS450h 3.5i Hybrid Premium (CBU,Navi,Hybrid),2015,-,7890000,1311000,1399500
LEXUS,GS450h,GS450h 3.5i Hybrid Premium (CBU,Navi,Hybrid),2014,-,7890000,1220500,1303000
LEXUS,GS450h,GS450h 3.5i Hybrid Premium (CBU,Navi,Hybrid),2013,-,7790000,1110000,1186000
LEXUS,GS450h,GS450h 3.5i Hybrid Premium (CBU,Navi,Hybrid) (MNC),2012,-,7790000,1025500,1096000
LEXUS,IS 250,IS 250 2.5i F-SPORT (CBU,Navi,Moonroof),2015,-,4045000,656000,709000
LEXUS,IS 250,IS 250 2.5i F-SPORT (CBU,Navi,Moonroof),2014,-,4045000,606500,660000
LEXUS,IS 250,IS 250 2.5i F-SPORT (CBU,Navi,Moonroof) (MNC),2013,-,3990000,555500,608000
LEXUS,IS 250,IS 250 2.5i Luxury (CBU),2013,-,2990000,319000,354500
LEXUS,IS 250,IS 250 2.5i Premium (CBU),2013,-,3380000,350500,389500
LEXUS,IS 250,IS 250 2.5i Premium (CBU,MR),2013,-,3480000,358500,398500
LEXUS,IS 250,IS 250 2.5i Premium (CBU,MR,Navi),2013,-,3840000,398000,442500
LEXUS,IS 250,IS 250 2.5i Convert. 2dr (CBU),2012,-,5190000,593000,646500
LEXUS,IS 250,IS 250 2.5i Convert. 2dr (CBU,Navi),2012,-,5540000,621000,674000
LEXUS,IS 250,IS 250 2.5i Premium (CBU),2012,-,3380000,322000,358000
LEXUS,IS 250,IS 250 2.5i Premium (CBU,MR),2012,-,3480000,334000,371000
LEXUS,IS 250,IS 250 2.5i Premium (CBU,MR,Navi),2012,-,3840000,370000,411000
LEXUS,IS 250,IS 250 2.5i Convert. 2dr (CBU),2011,-,5190000,549000,601500
LEXUS,IS 250,IS 250 2.5i Convert. 2dr (CBU,Navi),2011,-,5540000,570000,623000
LEXUS,IS 250,IS 250 2.5i Premium SA (CBU),2011,-,3380000,301000,334500
LEXUS,IS 250,IS 250 2.5i Premium SA (CBU,MR),2011,-,3480000,311000,345500
LEXUS,IS 250,IS 250 2.5i Premium SA (CBU,MR,Navi),2011,-,3840000,346000,384500
LEXUS,IS 250,IS 250 2.5i Convert. 2dr (CBU),2010,-,5190000,502500,554500
LEXUS,IS 250,IS 250 2.5i Convert. 2dr (CBU,Navi),2010,-,5540000,525500,578000
LEXUS,IS 250,IS 250 2.5i Luxury (CBU),2010,-,2990000,253000,281000
LEXUS,IS 250,IS 250 2.5i Premium (CBU,MR),2010,-,3480000,284500,316000
LEXUS,IS 250,IS 250 2.5i Premium SA (CBU,MR,Navi),2010,-,3840000,316500,352000
LEXUS,IS 250,IS 250 2.5i Luxury (CBU),2009,-,3050000,255000,283500
LEXUS,IS 250,IS 250 2.5i Premium (CBU),2009,-,3450000,298000,331000
LEXUS,IS 250,IS 250 2.5i Premium (CBU,MR),2009,-,3550000,306500,340500
LEXUS,IS 250,IS 250 2.5i Luxury (CBU),2008,-,2990000,329000,365500
LEXUS,IS 250,IS 250 2.5i Luxury (CBU) (MNC),2008,-,3050000,368000,408500
LEXUS,IS 250,IS 250 2.5i Premium (CBU),2008,-,3390000,355000,394500
LEXUS,IS 250,IS 250 2.5i Premium (CBU) (MNC),2008,-,3450000,400500,445000
LEXUS,IS 250,IS 250 2.5i Premium (CBU,MR),2008,-,3490000,371000,412500
LEXUS,IS 250,IS 250 2.5i Luxury (CBU),2007,-,2990000,320500,356000
LEXUS,IS 250,IS 250 2.5i Premium (CBU),2007,-,3390000,349500,388500
LEXUS,IS 250,IS 250 2.5i Premium (CBU,MR),2007,-,3490000,360500,401000
LEXUS,IS 300 H,IS 300 H 2.5i F-SPORT (CBU,Hybrid),2022,-,3890000,1971500,2097500
LEXUS,IS 300 H,IS 300 H 2.5i Luxury (CBU,Hybrid),2022,-,2690000,1361500,1453000
LEXUS,IS 300 H,IS 300 H 2.5i Premium (CBU,Hybrid),2022,-,3370000,1706500,1817000
LEXUS,IS 300 H,IS 300 H 2.5i F-SPORT (CBU,Hybrid),2021,-,3890000,1685000,1794500
LEXUS,IS 300 H,IS 300 H 2.5i Luxury (CBU,Hybrid),2021,-,2690000,1213500,1296000
LEXUS,IS 300 H,IS 300 H 2.5i Premium (CBU,Hybrid),2021,-,3370000,1491000,1589500
LEXUS,IS 300 H,IS 300 H 2.5i F-SPORT (CBU,Hybrid) (MNC),2020,-,3890000,1587000,1691000
LEXUS,IS 300 H,IS 300 H 2.5i Luxury (CBU,Hybrid),2020,-,3065000,1056500,1129000
LEXUS,IS 300 H,IS 300 H 2.5i Luxury (CBU,Hybrid) (MNC),2020,-,2690000,1152500,1231500
LEXUS,IS 300 H,IS 300 H 2.5i Premium (CBU,Hybrid),2020,-,3685000,1236000,1319500
LEXUS,IS 300 H,IS 300 H 2.5i Premium (CBU,Hybrid) (MNC),2020,-,3370000,1415500,1510000
LEXUS,IS 300 H,IS 300 H 2.5i Luxury (CBU,Hybrid),2019,-,3065000,917000,981500
LEXUS,IS 300 H,IS 300 H 2.5i Premium (CBU,Hybrid),2019,-,3685000,1052500,1125000
LEXUS,IS 300 H,IS 300 H 2.5i Luxury (CBU,Hybrid),2018,-,3065000,807000,865500
LEXUS,IS 300 H,IS 300 H 2.5i Luxury (CBU,Hybrid),2017,-,3065000,737500,792500
LEXUS,IS 300 H,IS 300 H 2.5i Premium (CBU,Hybrid),2017,-,3685000,842000,902500
LEXUS,IS 300 H,IS 300 H 2.5i Luxury (CBU,Hybrid),2016,-,3065000,661000,714000
LEXUS,IS 300 H,IS 300 H 2.5i Luxury (CBU,Hybrid) (MNC),2016,AT,2999000,684000,737000
LEXUS,IS 300 H,IS 300 H 2.5i Premium (CBU,Hybrid) (MNC),2016,-,3615000,771500,828000
LEXUS,IS 300 H,IS 300 H 2.5i Premium (CBU,Navi,Hybrid),2016,-,3545000,728500,782500
LEXUS,IS 300 H,IS 300 H 2.5i Luxury (CBU,Hybrid),2015,-,3065000,608500,662000
LEXUS,IS 300 H,IS 300 H 2.5i Premium (CBU,Navi,Hybrid),2015,-,3545000,670000,723000
LEXUS,IS 300 H,IS 300 H 2.5i F-SPORT (CBU,Hybrid) (MNC),2014,-,4040000,708500,762000
LEXUS,IS 300 H,IS 300 H 2.5i Luxury (CBU,Hybrid),2014,-,3045000,564000,617000
LEXUS,IS 300 H,IS 300 H 2.5i Premium (CBU,Navi,Hybrid),2014,-,3545000,606500,660000
LEXUS,IS 300 H,IS 300 H 2.5i Luxury (CBU,Hybrid) (MNC),2013,-,2990000,506000,558000
LEXUS,IS 300 H,IS 300 H 2.5i Premium (CBU,Navi,Hybrid) (MNC),2013,-,3490000,537500,590000
LEXUS,IS200t,IS200t 2.0i F-SPORT (CBU),2017,-,4375000,1098000,1173500
LEXUS,IS200t,IS200t 2.0i F-SPORT (CBU) (MNC),2016,-,4375000,1031000,1102000
LEXUS,IS300,IS300 2.0Ti F SPORT (CBU),2020,-,4445000,1622500,1728500
LEXUS,IS300,IS300 2.0Ti F SPORT (CBU),2019,-,4445000,1498000,1597000
LEXUS,IS300,IS300 2.0Ti F SPORT (CBU),2018,-,4445000,1403500,1497500
LEXUS,IS300,IS300 2.0Ti F SPORT (Ti,CBU) (MNC),2017,-,4445000,1332000,1421000
LEXUS,LM300h,LM300h 2.5i Van 2dr (CBU, Hybrid),2022,-,5500000,2605500,2770000
LEXUS,LM300h,LM300h 2.5i Van 2dr Executive (CBU, Hybrid),2022,-,6500000,3077000,3269500
LEXUS,LM300h,LM300h 2.5i Van 2dr (CBU, Hybrid),2021,-,5500000,2292500,2437500
LEXUS,LM300h,LM300h 2.5i Van 2dr Executive (CBU, Hybrid),2021,-,6500000,2692000,2861500
LEXUS,LM300h,LM300h 2.5i Van 2dr (CBU, Hybrid),2020,-,5500000,2153500,2290500
LEXUS,LM300h,LM300h 2.5i Van 2dr Executive (CBU, Hybrid),2020,-,6500000,2530000,2690000
LEXUS,LS350,LS350 3.5i Luxury (CBU),2022,-,11750000,5359000,5684000
LEXUS,LS350,LS350 3.5i Luxury (CBU),2021,-,11550000,4157500,4413500
LEXUS,LS350,LS350 3.5i Luxury (CBU),2020,-,11530000,2928500,3112500
LEXUS,LS350,LS350 3.5i Luxury (CBU) (MNC),2020,-,11550000,3494500,3711500
LEXUS,LS350,LS350 3.5i Luxury (CBU),2019,-,11530000,2744000,2916500
LEXUS,LS350,LS350 3.5i Luxury (CBU),2018,-,11530000,2583500,2746500
LEXUS,LS350,LS350 3.5i Luxury (CBU) (MNC),2017,-,11530000,2480500,2637500
LEXUS,LS460,LS460 4.6i (CBU,SWB),2017,-,9950000,2286000,2431000
LEXUS,LS460,LS460 4.6i F SPORT (CBU,SWB),2017,-,10090000,2316000,2463000
LEXUS,LS460,LS460 4.6i (CBU,SWB),2016,-,9950000,2032000,2161000
LEXUS,LS460,LS460 4.6i F SPORT (CBU,SWB),2016,-,10090000,2062000,2193000
LEXUS,LS460,LS460 4.6i (CBU,SWB),2015,-,9950000,1861500,1980500
LEXUS,LS460,LS460 4.6i F SPORT (CBU,SWB),2015,-,10090000,1883000,2003000
LEXUS,LS460,LS460 4.6i (CBU,SWB),2014,-,9950000,1672500,1781000
LEXUS,LS460,LS460 4.6i F SPORT (CBU,SWB),2014,-,10090000,1698000,1808000
LEXUS,LS460,LS460 4.6i (CBU,SWB),2013,-,9850000,1513000,1613000
LEXUS,LS460,LS460 4.6i F SPORT (CBU,SWB),2013,-,9990000,1534000,1635500
LEXUS,LS460,LS460 4.6i (CBU),2012,-,9220000,809000,867500
LEXUS,LS460,LS460 4.6i (CBU,LWB,4 seats),2012,-,11080000,932500,997500
LEXUS,LS460,LS460 4.6i (CBU,LWB,5 seats),2012,-,10980000,924000,988500
LEXUS,LS460,LS460 4.6i (CBU,SWB) (MNC),2012,-,9850000,1405500,1499500
LEXUS,LS460,LS460 4.6i F SPORT (CBU,SWB) (MNC),2012,-,9990000,1422500,1517500
LEXUS,LS460,LS460 4.6i (CBU),2011,-,9220000,733500,788000
LEXUS,LS460,LS460 4.6i (CBU,LWB,4 seats),2011,-,11080000,852500,913500
LEXUS,LS460,LS460 4.6i (CBU,LWB,5 seats),2011,-,10980000,848000,909000
LEXUS,LS460,LS460 4.6i (CBU),2010,-,9220000,664000,717000
LEXUS,LS460,LS460 4.6i (CBU,LWB,4 seats),2010,-,11080000,776000,833000
LEXUS,LS460,LS460 4.6i (CBU,LWB,5 seats),2010,-,10980000,767500,824000
LEXUS,LS460,LS460 4.6i (CBU),2009,-,9100000,556000,609000
LEXUS,LS460,LS460 4.6i (CBU) (MNC),2009,-,9240000,664000,717000
LEXUS,LS460,LS460 4.6i (CBU,LWB),2009,-,10990000,673000,726000
LEXUS,LS460,LS460 4.6i (CBU,LWB,4 seats) (MNC),2009,-,11140000,771500,828500
LEXUS,LS460,LS460 4.6i (CBU,LWB,5 seats) (MNC),2009,-,11040000,767500,824000
LEXUS,LS460,LS460 4.6i (CBU),2008,-,9100000,594500,648000
LEXUS,LS460,LS460 4.6i (CBU,LWB),2008,-,10990000,720500,774000
LEXUS,LS460,LS460 4.6i (CBU),2007,-,9550000,567500,620500
LEXUS,LS460,LS460 4.6i (CBU,LWB),2007,-,11550000,689000,742000
LEXUS,LS460L,LS460L 4.6i (CBU,LWB,4 seats),2017,-,11990000,2731500,2903500
LEXUS,LS460L,LS460L 4.6i (CBU,LWB,5 seats),2017,-,11890000,2710000,2881000
LEXUS,LS460L,LS460L 4.6i (CBU,LWB,4 seats),2016,-,11990000,2191000,2330000
LEXUS,LS460L,LS460L 4.6i (CBU,LWB,5 seats),2016,-,11890000,2173500,2312000
LEXUS,LS460L,LS460L 4.6i (CBU,LWB,4 seats),2015,-,11990000,1985500,2112000
LEXUS,LS460L,LS460L 4.6i (CBU,LWB,5 seats),2015,-,11890000,1968500,2094000
LEXUS,LS460L,LS460L 4.6i (CBU,LWB,4 seats),2014,-,11990000,1813500,1930000
LEXUS,LS460L,LS460L 4.6i (CBU,LWB,5 seats),2014,-,11890000,1796500,1912000
LEXUS,LS460L,LS460L 4.6i (CBU,LWB,4 seats),2013,-,11890000,1640500,1747500
LEXUS,LS460L,LS460L 4.6i (CBU,LWB,5 seats),2013,-,11790000,1623500,1729500
LEXUS,LS460L,LS460L 4.6i (CBU,LWB,4 seats) (MNC),2012,-,11780000,1482000,1580000
LEXUS,LS460L,LS460L 4.6i (CBU,LWB,5 seats) (MNC),2012,-,11680000,1473500,1571000
LEXUS,LS500,LS500 3.4Ti Executive (CBU),2022,-,13110000,7065500,7486500
LEXUS,LS500,LS500 3.4Ti Executive (CBU),2021,-,13110000,5770500,6119000
LEXUS,LS500,LS500 3.4Ti Executive (CBU),2020,-,13080000,4891000,5189000
LEXUS,LS500,LS500 3.4Ti Executive (CBU) (MNC),2020,-,13110000,5479500,5811500
LEXUS,LS500,LS500 3.4Ti Executive (CBU),2019,-,13080000,4392500,4662000
